일자	단어	뜻
100일차	verbal 	언어적인
100일차	esteem 	존경
100일차	organize 	조직하다
101일차	cart	(2륜)짐마차
101일차	agency 	기관
101일차	final	최후의
101일차	entry 	"출품작, 입장"
101일차	mail	우편물
101일차	steep	가파른 -에 담그다 잠기다 담그기
101일차	disembodied	"현실에서 유리된, 실체 없는"
101일차	imply 	암시하다
101일차	possible	가능한
101일차	responsibly 	책임감 있게
101일차	contradict	반박하다
101일차	insurance 	보험
101일차	upward	위로 향한
101일차	by accident 	우연히
101일차	object 	"물체, 사물"
101일차	routine 	"일상적인, 반복적인"
101일차	hence	그러므로
101일차	waste 	"헛되이 쓰다, 낭비하다"
101일차	instruction 	(보통 복수로) 지침
101일차	descend 	내리다
101일차	offended 	화가 난
101일차	elaborate 	정교한
101일차	underscore 	강조하다
101일차	spine 	"등골, 척추"
101일차	this	이
101일차	participant 	참가자
101일차	mineral	광물
101일차	by accident 	우연히
101일차	spatial 	"공간의, 공간적인"
101일차	operate 	작동하다
101일차	easy	쉬운
101일차	finite	한정되어 있는
101일차	self	자기
101일차	inherent	생태의
101일차	pure	"순수한  깨끗한, 순전한, 결백한"
101일차	short of breath 	숨이 가쁜
101일차	seed	씨앗
101일차	welfare 	"행복, 안녕"
101일차	moderate 	완화하다
101일차	courtship dance 	구애 춤
101일차	impressed 	"감명받는, 감동하는"
101일차	haunt	자주가다
101일차	blossom	(과수의)꽃
101일차	acutely 	강렬하게
101일차	tear	눈물
101일차	second-guess 	사후에 비판하다
101일차	correspondent 	특파원
101일차	external	외부의
101일차	foreign	외국의
101일차	engage with 	~에 관여하다
102일차	composition 	구성
102일차	border	가장자리
102일차	initial 	"처음의, 최초의"
102일차	molecule	분자
102일차	mere	단순한
102일차	conclude 	결론을 내리다
102일차	eyewitness account 	목격자 진술
102일차	misinterpretation 	오해
102일차	maximum 	최대
102일차	silent	조용한
102일차	reform 	개혁하다; 개혁
102일차	genuine 	"진실한, 진심 어린"
102일차	obese 	비만의
102일차	majority 	대다수
102일차	burden 	"부담, 짐"
102일차	namely 	즉
102일차	phenomenon 	현상
102일차	press	강제로 모집하다
102일차	wearable 	웨어러블 기기(입거나 몸에 붙여 휴대 할 수 있는 정보 통신 기기)
102일차	announce 	발표하다
102일차	commodity 	"상품, 물품"
102일차	advanced 	사전의
102일차	consumption 	소비
102일차	consult	상의하다
102일차	puppet 	꼭두각시
102일차	measure	재다
102일차	expand 	"확장되다, 확대하다"
102일차	certificate 	인증서
102일차	Hispanic 	(특히 미국이나 캐나다에 사는) 히스패 닉[라틴 아메리카](계의)
102일차	horizon	지평선
102일차	wired 	"타고나는, 천성의"
102일차	delicate 	"가냘픈, 우아한"
102일차	professor	교수
102일차	in terms of 	"~의 면에서, ~과 관련하여"
102일차	accumulate 	축적하다
102일차	snow	눈 눈이 내리다
102일차	notion 	"개념, 생각"
102일차	complicate	복잡하게 하다
102일차	bend	구부리다
102일차	out of date 	"시대에 뒤떨어진, 구식의"
102일차	extraordinary 	"비범한, 대단한"
102일차	insufficient 	불충분한
102일차	budget 	예산
102일차	absolutely 	절대로
102일차	mutual	상호의
102일차	with regard to 	~에 관해서
102일차	by a factor of 	~ 배로
102일차	colleague 	동료
102일차	finance	재정
102일차	outdated 	"낡은, 구식인"
103일차	better off 	(형편이) 더 나은
103일차	intently	"골똘히, 열중하여"
103일차	thought experiment 	사고 실험
103일차	headquarters	본부
103일차	candidate 	"지원자, 후보자"
103일차	absorb 	흡수하다
103일차	clash	충돌하다
103일차	primitive 	원시적인
103일차	caution	조심
103일차	survival of the fittest 	적자생존
103일차	windmill 	풍차
103일차	visible	"눈에 보이는,  볼 수 있는"
103일차	lineage 	"계통, 혈통"
103일차	fall flat on one’s face 	앞으로 넘어지다
103일차	foster 	조장하다
103일차	elaborate	공들인
103일차	nasty 	"못된, 고약한"
